"","AGI","probe_id","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title","GO","PATH","oma_id","level","level_name","araID"
"3904","AT1G71170","259747_at",0.993919,0.986,0.0181,-7.258244,0.000697,"AT1G71170","probable 3-hydroxyisobutyrate dehydrogenase-like 2","GO:0006574; GO:0009507; GO:0008442; GO:0050661; GO:0051287",NA,15173169,2,"Eukaryota","ARATH09203"
"3905","AT1G71180","259748_at",0.273783,0.106,-1.86,-5.662021,-0.0787,"AT1G71180","probable 3-hydroxyisobutyrate dehydrogenase-like 3","GO:0006574; GO:0005634; GO:0008442; GO:0050661; GO:0051287",NA,15173170,2,"Eukaryota","ARATH09204"
"3906","AT1G71190","259745_at",0.079557,0.0186,-3.07,-3.886463,-0.159,"SAG18","senescence associated protein 18","GO:0006672; GO:0009507; GO:0016811",NA,15173172,1,"LUCA","ARATH09206"
"3907","AT1G71210","259899_at",0.003125,0.000138,7.65,1.419657,0.267,"AT1G71210","pentatricopeptide repeat-containing protein","GO:0008150; GO:0005739",NA,15173177,7,"Spermatophyta","ARATH09211"
"3908","AT1G71230","259900_at",0.879318,0.75,0.332,-7.196113,0.0164,"CSN5B","COP9 signalosome complex subunit 5b","GO:0000338; GO:0009640; GO:0009733; GO:0010100; GO:0010387; GO:0010971; GO:0045732; GO:2000082; GO:0005634; GO:0005737; GO:0008180; GO:0004222; GO:0005515; GO:0008237; GO:0019784",NA,15173181,2,"Eukaryota","ARATH09215"
"3909","AT1G71250","259935_at",0.89377,0.774,0.298,-7.20806,0.00975,"AT1G71250","GDSL esterase/lipase","GO:0016298",NA,15173187,8,"Magnoliopsida","ARATH09221"
"3910","AT1G71260","259942_at",0.002355,8.55e-05,8.25,1.934882,0.43,"ATWHY2","single-stranded DNA-binding protein WHY2","GO:0006281; GO:0006355; GO:0006952; GO:0005739; GO:0009507; GO:0003677; GO:0003697; GO:0003729",NA,15173188,2,"Eukaryota","ARATH09222"
"3911","AT1G71290","259940_at",0.175349,0.0562,2.3,-5.033127,0.0959,"AT1G71290","F-box associated ubiquitination effector family protein","GO:0008150; GO:0005634; GO:0003674",NA,15173192,14,"Arabidopsis","ARATH09226"
"3912","AT1G71340","259934_at",0.526384,0.29,-1.15,-6.573226,-0.0462,"AT1G71340","glycerophosphodiester phosphodiesterase","GO:0005886",NA,15173199,4,"Streptophyta","ARATH09233"
"3913","AT1G71350","259948_at",0.023025,0.00313,4.46,-1.978279,0.237,"AT1G71350","eukaryotic translation initiation factor SUI1 family protein","GO:0001731; GO:0022627; GO:0003743",NA,15173200,2,"Eukaryota","ARATH09234"
"3914","AT1G71380","259897_at",0.00309,0.000135,7.67,1.43931,1.09,"CEL3","cellulase 3","GO:0005576; GO:0005618; GO:0005794; GO:0005886; GO:0009505; GO:0009506; GO:0005515; GO:0008810",NA,15173204,2,"Eukaryota","ARATH09238"
"3915","AT1G71390","259893_at",0.938237,0.861,0.182,-7.239514,0.0104,"RLP11","receptor like protein 11","GO:0007165",NA,15173206,13,"Brassicaceae","ARATH09240"
"3916","AT1G71400","259952_at",0.268468,0.103,1.88,-5.634457,0.1,"RLP12","CLAVATA2 -related protein","GO:0007165; GO:0010073; GO:0005576",NA,15173207,13,"Brassicaceae","ARATH09241"
"3917","AT1G71410","259950_at",0.217103,0.0756,-2.09,-5.330881,-0.193,"AT1G71410","putative protein kinase","GO:0006468; GO:0005737; GO:0005770; GO:0005794; GO:0005802; GO:0035619; GO:0004672; GO:0005515; GO:0005524",NA,15173208,2,"Eukaryota","ARATH09242"
"3918","AT1G71420","259949_at",0.885417,0.76,0.318,-7.201098,0.0162,"AT1G71420","pentatricopeptide repeat-containing protein","GO:0009451; GO:0005739; GO:0043231; GO:0008270",NA,15173209,10,"Pentapetalae","ARATH09243"
"3919","AT1G71430","259894_at",0.537977,0.3,1.12,-6.60149,0.0558,"AT1G71430","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15173210,4,"Streptophyta","ARATH09244"
"3920","AT1G71440","259895_at",0.92195,0.827,-0.227,-7.229113,-0.0113,"PFI","tubulin folding cofactor E / Pfifferling (PFI)","GO:0000226; GO:0000911; GO:0007021; GO:0007023; GO:0009793; GO:0005737; GO:0009507; GO:0043014",NA,15173211,2,"Eukaryota","ARATH09245"
"3921","AT1G71450","259946_at",0.997892,0.994,-0.00825,-7.258391,-0.000323,"AT1G71450","ethylene-responsive transcription factor ERF021","GO:0006355; GO:0005634; GO:0003700",NA,15173212,11,"rosids","ARATH09246"
"3922","AT1G71460","259945_at",0.998187,0.995,-0.00643,-7.258406,-0.00026,"AT1G71460","pentatricopeptide repeat-containing protein","GO:0009451; GO:0009507; GO:0043231",NA,15173213,8,"Magnoliopsida","ARATH09247"
"3923","AT1G71470","259944_at",0.869964,0.733,0.356,-7.186815,0.0135,"AT1G71470","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15173214,13,"Brassicaceae","ARATH09248"
"3924","AT1G71490","259951_at",0.618658,0.387,-0.924,-6.799442,-0.0396,"AT1G71490","pentatricopeptide repeat-containing protein","GO:0009451; GO:0009507; GO:0043231",NA,15173219,8,"Magnoliopsida","ARATH09253"
"3925","AT1G71500","259896_at",0.458174,0.231,-1.32,-6.378435,-0.0503,"AT1G71500","Rieske (2Fe-2S) domain-containing protein","GO:0010207; GO:0042549; GO:0055114; GO:0005739; GO:0009507; GO:0009523; GO:0009534; GO:0009535; GO:0009941; GO:0008942; GO:0051537",NA,15173220,4,"Streptophyta","ARATH09254"
"3926","AT1G71680","261532_at",0.977472,0.95,-0.0653,-7.255998,-0.0028,"AT1G71680","transmembrane amino acid transporter family protein","GO:0003333; GO:0005886; GO:0015171",NA,15173226,3,"Viridiplantae","ARATH09260"
"3927","AT1G71690","261533_at",0.440339,0.216,1.36,-6.322341,0.0996,"AT1G71690","hypothetical protein","GO:0009834; GO:0045491; GO:0045492; GO:0005576; GO:0005794; GO:0030775",NA,15173228,7,"Spermatophyta","ARATH09262"
"3928","AT1G71691","261503_at",0.86223,0.721,-0.373,-7.180018,-0.0152,"AT1G71691","GDSL esterase/lipase","GO:0005576; GO:0016788",NA,15173229,5,"Embryophyta","ARATH09263"
"3929","AT1G71692","261504_at",0.525919,0.29,1.15,-6.571676,0.0529,"AGL12","agamous-like MADS-box protein AGL12","GO:0010228; GO:0045944; GO:0048364; GO:0005634; GO:0000976; GO:0000977; GO:0000981; GO:0003700; GO:0005515; GO:0008134; GO:0043565; GO:0046983",NA,15173232,9,"Mesangiospermae","ARATH09266"
"3930","AT1G71695","261518_at",0.674407,0.449,0.803,-6.906991,0.0521,"AT1G71695","peroxidase 12","GO:0006950; GO:0006979; GO:0005576; GO:0005618; GO:0005739; GO:0005773; GO:0009505; GO:0009506; GO:0004601; GO:0020037","00360; 00940; 01100; 01110",15173233,7,"Spermatophyta","ARATH09267"
"3931","AT1G71696","261505_at",0.622018,0.391,-0.916,-6.807002,-0.0628,"SOL1","putative Zn2+ carboxypeptidase","GO:0006518; GO:0010082; GO:0016485; GO:0005576; GO:0005615; GO:0010008; GO:0004181; GO:0004185; GO:0008270",NA,15173234,2,"Eukaryota","ARATH09268"
"3932","AT1G71697","261506_at",0.312152,0.128,-1.73,-5.843038,-0.157,"CK1","choline kinase 1","GO:0009611; GO:0005737; GO:0004103",NA,15173236,2,"Eukaryota","ARATH09270"
"3933","AT1G71710","261522_at",0.022255,0.003,-4.49,-1.929213,-0.343,"AT1G71710","DNAse I-like superfamily protein","GO:0046856; GO:0005737; GO:0004439; GO:0034485",NA,15173238,8,"Magnoliopsida","ARATH09272"
"3934","AT1G71720","261507_at",0.703075,0.484,0.74,-6.957771,0.0366,"AT1G71720","rbcL RNA S1-binding domain protein","GO:0009416; GO:0009657; GO:0010196; GO:0032544; GO:0043489; GO:0045727; GO:0005739; GO:0009507; GO:0009536; GO:0003729; GO:0005515; GO:0034336","03010",15173240,7,"Spermatophyta","ARATH09274"
"3935","AT1G71730","261508_at",0.465657,0.237,1.29,-6.403861,0.107,"AT1G71730","Gcn5-interacting protein EML","GO:0008150; GO:0005739; GO:0005829; GO:0009507; GO:0003674",NA,15173241,13,"Brassicaceae","ARATH09275"
"3936","AT1G71740","261509_at",0.05334,0.0105,-3.49,-3.278686,-0.172,"AT1G71740","hypothetical protein","GO:0008150; GO:0009507; GO:0003674",NA,15173242,10,"Pentapetalae","ARATH09276"
"3937","AT1G71750","261516_at",0.092531,0.0231,2.92,-4.116598,0.102,"HGPT","hypoxanthine phosphoribosyltransferase","GO:0009845; GO:0032264; GO:0046098; GO:0046100; GO:0005737; GO:0005829; GO:0004422; GO:0052657","00230; 01100; 01110",15173244,1,"LUCA","ARATH09278"
"3938","AT1G71760","261510_at",0.885763,0.761,0.317,-7.201448,0.0153,"AT1G71760","hypothetical protein","GO:0008150; GO:0005575; GO:0003674",NA,15173245,12,"malvids","ARATH09279"
"3939","AT1G71770","261511_at",0.039829,0.00693,-3.81,-2.835545,-0.178,"PAB5","polyadenylate-binding protein 5","GO:0000289; GO:0006413; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:1990904; GO:0003723; GO:0003730; GO:0003743; GO:0008143; GO:0008266",NA,15173247,2,"Eukaryota","ARATH09281"
"3940","AT1G71780","261517_at",0.024487,0.00341,4.38,-2.070708,0.37,"AT1G71780","hypothetical protein","GO:0008150; GO:0005739; GO:0005783; GO:0003674",NA,15173248,5,"Embryophyta","ARATH09282"
"3941","AT1G71790","261512_at",0.897806,0.782,-0.287,-7.211579,-0.0205,"AT1G71790","probable F-actin-capping protein subunit beta","GO:0000902; GO:0007015; GO:0009408; GO:0030036; GO:0051016; GO:0051693; GO:0008290; GO:0051015",NA,15173249,2,"Eukaryota","ARATH09283"
"3942","AT1G71800","261515_at",0.317575,0.131,-1.71,-5.866784,-0.0995,"CSTF64","cleavage stimulating factor 64","GO:0031047; GO:0031123; GO:0042868; GO:0045892; GO:0048589; GO:0060968; GO:0098789; GO:0005634; GO:0005847; GO:0003729; GO:0005515","03015",15173250,9,"Mesangiospermae","ARATH09284"
"3943","AT1G71810","261519_at",0.645265,0.415,-0.867,-6.851959,-0.0385,"AT1G71810","bc1 complex kinase ABC1K5","GO:0006468; GO:0009507; GO:0010287; GO:0004672",NA,15173251,4,"Streptophyta","ARATH09285"
"3944","AT1G71820","261520_at",0.335414,0.143,1.66,-5.944708,0.159,"SEC6","protein SEC6","GO:0006887; GO:0009846; GO:0009860; GO:0051601; GO:0060321; GO:0000145; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0009506; GO:0070062; GO:0000149; GO:0005515",NA,15173253,2,"Eukaryota","ARATH09287"
"3945","AT1G71830","261521_at",0.026596,0.00384,4.29,-2.197413,0.334,"SERK1","somatic embryogenesis receptor kinase 1","GO:0006468; GO:0007030; GO:0009556; GO:0009742; GO:0009793; GO:0010152; GO:0010227; GO:0046777; GO:0005739; GO:0005886; GO:0009507; GO:0004675; GO:0004714; GO:0005102; GO:0005515; GO:0016301; GO:0033612; GO:0042802",NA,15173254,4,"Streptophyta","ARATH09288"
"3946","AT1G71840","261513_at",0.022981,0.00312,4.46,-1.974256,0.304,"AT1G71840","WD-40 repeat-containing protein","GO:0005634; GO:0005829",NA,15173255,2,"Eukaryota","ARATH09289"
"3947","AT1G71850","257487_at",0.003252,0.000147,7.57,1.349876,0.336,"AT1G71850","ubiquitin carboxyl-terminal hydrolase family protein","GO:0005739",NA,15173256,8,"Magnoliopsida","ARATH09290"
"3948","AT1G71860","261523_at",0.436239,0.213,-1.37,-6.309452,-0.0923,"PTP1","tyrosine phosphatase 1","GO:0006470; GO:0031348; GO:0035556; GO:0005622; GO:0005634; GO:0005737; GO:0005886; GO:0004725; GO:0005515; GO:0019900; GO:0033550",NA,15173257,2,"Eukaryota","ARATH09291"
"3949","AT1G71870","261514_at",0.230624,0.0826,-2.03,-5.417393,-0.106,"AT1G71870","MATE efflux family protein","GO:0055085; GO:0005737; GO:0016020; GO:0015297; GO:0022857; GO:0042910",NA,15173262,2,"Eukaryota","ARATH09296"
"3950","AT1G71880","260143_at",0.548645,0.311,-1.09,-6.630058,-0.219,"SUC1","sucrose transport protein SUC1","GO:0005985; GO:0009624; GO:0009846; GO:0015770; GO:0034219; GO:1902600; GO:0005737; GO:0005739; GO:0005773; GO:0005886; GO:0005887; GO:0009506; GO:0016020; GO:0008506",NA,15173263,2,"Eukaryota","ARATH09297"
"3951","AT1G71890","260170_at",0.688082,0.466,0.772,-6.932194,0.0349,"SUC5","sucrose transport protein SUC5","GO:0005985; GO:0015770; GO:0048316; GO:0005737; GO:0005773; GO:0005886; GO:0005887; GO:0009506; GO:0016020; GO:0008506; GO:0015225",NA,15173264,2,"Eukaryota","ARATH09298"
"3952","AT1G71900","260142_at",0.703075,0.484,0.74,-6.957684,0.0818,"AT1G71900","hypothetical protein","GO:0015693; GO:0016020; GO:0015095",NA,15173265,2,"Eukaryota","ARATH09299"
"3953","AT1G71910","260171_at",0.070041,0.0155,-3.2,-3.697543,-0.127,"AT1G71910","hypothetical protein","GO:0008150; GO:0009507; GO:0003674",NA,15173267,12,"malvids","ARATH09301"
"3954","AT1G71930","260173_at",0.446366,0.221,-1.35,-6.339713,-0.0848,"VND7","vascular related NAC-domain protein 7","GO:0006355; GO:0009620; GO:0009733; GO:0009735; GO:0009737; GO:0009741; GO:0010089; GO:0010628; GO:0045491; GO:0045893; GO:0048759; GO:0050832; GO:0071365; GO:0090059; GO:0005634; GO:0003700; GO:0005515; GO:0042802; GO:0042803; GO:0043565; GO:0046982",NA,15173272,12,"malvids","ARATH09306"
"3955","AT1G71940","260174_at",0.358061,0.157,1.59,-6.035656,0.0787,"AT1G71940","SNARE associated Golgi protein family","GO:0008150; GO:0005794; GO:0003674",NA,15173274,2,"Eukaryota","ARATH09308"
"3956","AT1G71950","260176_at",0.058102,0.0119,-3.4,-3.416107,-0.302,"AT1G71950","Proteinase inhibitor, propeptide","GO:0005576; GO:0005739; GO:0005829; GO:0005886; GO:0099503; GO:0004866",NA,15173275,6,"Tracheophyta","ARATH09309"
"3957","AT1G71960","260144_at",0.009551,0.000848,-5.65,-0.555873,-0.382,"ABCG25","ABC transporter G family member 25","GO:0009737; GO:0055085; GO:0080168; GO:0005886; GO:0016887; GO:0042626",NA,15173276,2,"Eukaryota","ARATH09310"
"3958","AT1G71970","260167_at",0.031043,0.00484,-4.1,-2.448106,-0.366,"AT1G71970","hypothetical protein","GO:0008150; GO:0005634; GO:0003674",NA,15173277,8,"Magnoliopsida","ARATH09311"
"3959","AT1G71980","260168_at",0.714594,0.5,-0.713,-6.978973,-0.0713,"AT1G71980","receptor homology-transmembrane-RING H2 domain protein RMR2","GO:0006511; GO:0000139; GO:0000326; GO:0005634; GO:0005802; GO:0005515; GO:0061630",NA,15173278,8,"Magnoliopsida","ARATH09312"
"3960","AT1G71990","260169_at",0.430651,0.209,1.39,-6.293265,0.0574,"FUT13","alpha-(1,4)-fucosyltransferase","GO:0006486; GO:0010493; GO:0036065; GO:0000138; GO:0005794; GO:0008417; GO:0016757; GO:0046920",NA,15173279,5,"Embryophyta","ARATH09313"
"3961","AT1G72000","260175_at",0.378133,0.171,-1.53,-6.110363,-0.0977,"AT1G72000","putative invertase","GO:0005987; GO:0005829; GO:0004575; GO:0033926",NA,15173280,1,"LUCA","ARATH09314"
"3962","AT1G72020","256342_at",0.026618,0.00385,4.28,-2.199958,0.385,"AT1G72020","hypothetical protein","GO:0008150; GO:0003674",NA,15173282,4,"Streptophyta","ARATH09316"
"3963","AT1G72030","256336_at",0.024673,0.00345,-4.38,-2.080911,-0.362,"AT1G72030","Acyl-CoA N-acyltransferases-like protein","GO:0005737; GO:0008080",NA,15173283,6,"Tracheophyta","ARATH09317"
"3964","AT1G72040","256341_at",0.967626,0.927,-0.0947,-7.253314,-0.00481,"AT1G72040","deoxyribonucleoside kinase","GO:0009157; GO:0009165; GO:0016310; GO:0005634; GO:0005737; GO:0019136",NA,15173284,8,"Magnoliopsida","ARATH09318"
"3965","AT1G72050","256344_at",0.231715,0.0831,2.03,-5.424093,0.116,"TFIIIA","transcription factor IIIA","GO:0005634; GO:0005730; GO:0005829; GO:0003700; GO:0003723; GO:0008097; GO:0080084",NA,15173286,2,"Eukaryota","ARATH09320"
"3966","AT1G72060","256337_at",0.765774,0.57,-0.596,-7.06082,-0.0363,"AT1G72060","serine-type endopeptidase inhibitor","GO:0006979; GO:0005576; GO:0004867",NA,15173289,11,"rosids","ARATH09323"
"3967","AT1G72090","256343_at",0.058816,0.0122,3.38,-3.437057,0.168,"AT1G72090","Methylthiotransferase","GO:0035600; GO:0005783; GO:0035596; GO:0035598; GO:0051539",NA,15173293,2,"Eukaryota","ARATH09327"
"3968","AT1G72100","256338_at",0.585561,0.349,-1,-6.721676,-0.0372,"AT1G72100","late embryogenesis abundant domain-containing protein","GO:0009507; GO:1990457",NA,15173294,8,"Magnoliopsida","ARATH09328"
"3969","AT1G72110","256335_at",0.833351,0.67,-0.445,-7.147165,-0.0231,"AT1G72110","O-acyltransferase (WSD1-like) family protein","GO:0019432; GO:0005886; GO:0004144; GO:0047196",NA,15173295,9,"Mesangiospermae","ARATH09329"
"3970","AT1G72140","259846_at",0.703075,0.484,-0.74,-6.957806,-0.0255,"AT1G72140","putative peptide/nitrate transporter","GO:0009624; GO:0015706; GO:0005634; GO:0005774; GO:0009705; GO:0016021; GO:0015333; GO:0035673; GO:0080054; GO:1904680",NA,15173301,2,"Eukaryota","ARATH09335"
"3971","AT1G72150","259803_at",0.005825,0.000384,-6.46,0.307375,-0.338,"PATL1","patellin-1","GO:0009860; GO:0005634; GO:0005739; GO:0005773; GO:0005794; GO:0005886; GO:0009506; GO:0048046; GO:0002020",NA,15173303,2,"Eukaryota","ARATH09337"
"3972","AT1G72160","259804_at",0.049837,0.00953,-3.57,-3.177738,-0.337,"AT1G72160","patellin-3","GO:0005886",NA,15173304,10,"Pentapetalae","ARATH09338"
"3973","AT1G72170","259847_at",0.007828,0.000632,5.94,-0.235704,0.38,"AT1G72170","hypothetical protein","GO:0008150; GO:0005634; GO:0005739; GO:0061617; GO:0003674",NA,15173305,4,"Streptophyta","ARATH09339"
"3974","AT1G72175","259800_at",0.21671,0.0755,-2.09,-5.328388,-0.115,"AT1G72175","C3HC4-type RING finger protein","GO:0005634; GO:0005739",NA,15173307,2,"Eukaryota","ARATH09341"
"3975","AT1G72180","259848_at",0.002475,9.44e-05,-8.12,1.828023,-0.503,"AT1G72180","leucine-rich receptor-like protein kinase","GO:0006970; GO:0010555; GO:0048831; GO:0090548; GO:1902025; GO:2000280; GO:0005886; GO:0001653; GO:0004714; GO:0005515; GO:0016301; GO:0017046; GO:0042277",NA,15173308,8,"Magnoliopsida","ARATH09342"
"3976","AT1G72190","259849_at",0.883862,0.757,-0.322,-7.199594,-0.0192,"AT1G72190","D-isomer specific 2-hydroxyacid dehydrogenase domain protein ARA","GO:0006520; GO:0055114; GO:0009507; GO:0004617",NA,15173309,3,"Viridiplantae","ARATH09343"
"3977","AT1G72200","259854_at",0.029992,0.00459,-4.14,-2.391295,-0.221,"AT1G72200","RING-H2 finger protein ATL11","GO:0016567; GO:0005739",NA,15173310,11,"rosids","ARATH09344"
"3978","AT1G72220","259828_at",0.201807,0.0683,-2.16,-5.228918,-0.134,"AT1G72220","RING-H2 finger protein ATL54","GO:0016567",NA,15173313,13,"Brassicaceae","ARATH09347"
"3979","AT1G72230","259801_at",0.746475,0.544,0.638,-7.033154,0.0927,"AT1G72230","plastocyanin-like domain-containing protein","GO:0031225; GO:0046658; GO:0009055",NA,15173314,10,"Pentapetalae","ARATH09348"
"3980","AT1G72240","259850_at",0.459889,0.232,-1.31,-6.385338,-0.0554,"AT1G72240","hypothetical protein","GO:0008150; GO:0005739; GO:0003674",NA,15173315,13,"Brassicaceae","ARATH09349"
"3981","AT1G72250","259851_at",0.012048,0.00119,5.32,-0.923756,0.315,"AT1G72250","Di-glucose binding protein with Kinesin motor domain","GO:0007018; GO:0005634; GO:0005871; GO:0005874; GO:0003777; GO:0008017; GO:0016887",NA,15173316,8,"Magnoliopsida","ARATH09350"
"3982","AT1G72270","259827_at",0.48066,0.25,1.26,-6.448875,0.0472,"AT1G72270","hypothetical protein","GO:0000463; GO:0000466; GO:0031935; GO:0080111; GO:0000123; GO:0005634; GO:0005730; GO:0005739; GO:0005515",NA,15173321,4,"Streptophyta","ARATH09355"
"3983","AT1G72280","259852_at",0.431275,0.21,1.38,-6.295213,0.0661,"ERO1","endoplasmic oxidoreductin-1","GO:0034975; GO:0005634; GO:0005783; GO:0005789; GO:0003756; GO:0005515; GO:0015035; GO:0016671",NA,15173324,2,"Eukaryota","ARATH09358"
"3984","AT1G72290","259799_at",0.899339,0.786,0.282,-7.213279,0.00948,"AT1G72290","kunitz family trypsin and protease inhibitor protein","GO:0009611; GO:0009625; GO:0010466; GO:0010941; GO:0080027; GO:0080092; GO:0005618; GO:0009507; GO:0048046; GO:0004869; GO:0005515; GO:0030414",NA,15173325,13,"Brassicaceae","ARATH09359"
"3985","AT1G72300","259853_at",0.085732,0.0208,-2.99,-4.003875,-0.169,"AT1G72300","tyrosine-sulfated glycopeptide receptor 1","GO:0006468; GO:0009611; GO:0009826; GO:0031347; GO:0045851; GO:0005886; GO:0001653; GO:0004674; GO:0004888; GO:0005515; GO:0042802",NA,15173326,9,"Mesangiospermae","ARATH09360"
"3986","AT1G72310","260454_at",0.581558,0.345,1.01,-6.712027,0.0512,"ATL3","RING-H2 finger protein ATL3","GO:0016567; GO:0005634",NA,15173327,7,"Spermatophyta","ARATH09361"
"3987","AT1G72320","260398_at",0.007408,0.000576,6.03,-0.134555,0.305,"PUM23","pumilio 23","GO:0009744; GO:0009749; GO:0010252; GO:0005634; GO:0005730",NA,15173328,2,"Eukaryota","ARATH09362"
"3988","AT1G72340","260428_at",0.327157,0.137,1.68,-5.906713,0.132,"AT1G72340","eukaryotic translation initiation factor 2B domain-containing protein","GO:0005634; GO:0009507","03013",15173334,2,"Eukaryota","ARATH09368"
"3989","AT1G72350","260452_at",0.670955,0.444,0.812,-6.899847,0.0345,"AT1G72350","MADS-box transcription factor family protein","GO:0006355; GO:0045944; GO:0005634; GO:0000976; GO:0000977; GO:0000981; GO:0003700; GO:0008134; GO:0043565; GO:0046983",NA,15173336,13,"Brassicaceae","ARATH09370"
"3990","AT1G72360","260451_at",0.006485,0.000461,-6.27,0.109712,-0.281,"HRE1","ethylene-responsive transcription factor ERF073","GO:0001666; GO:0006355; GO:0009723; GO:0009873; GO:0034059; GO:0071369; GO:0071456; GO:0005622; GO:0005634; GO:0003700; GO:0005515",NA,15173338,13,"Brassicaceae","ARATH09372"
"3991","AT1G72370","260426_at",0.000269,5.83e-07,17.7,7.017036,0.662,"P40","40S ribosomal protein Sa-1","GO:0000028; GO:0002181; GO:0006412; GO:0006970; GO:0009651; GO:0042256; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0009506; GO:0009507; GO:0015935; GO:0022626; GO:0022627; GO:0003729; GO:0003735",NA,15173340,2,"Eukaryota","ARATH09374"
