"transcript" "Ej_gall_rep1_TranscriptAbundance" "Ej_gall_rep2_TranscriptAbundance" "Ej_gall_rep3_TranscriptAbundance" "Ej_leaf_rep1_TranscriptAbundance" "Ej_leaf_rep2_TranscriptAbundance" "Ej_leaf_rep3_TranscriptAbundance" "hog" "id" "phylostrata" "gene" "mean"
"737" "TRINITY_DN8655_c0_g1_i5" 0 1.712 0 0 1.924 0 "HOG:A0566876" 566876 "Eukaryota" "TRINITY_DN8655_c0_g1" 0.606
"738" "TRINITY_DN867_c0_g1_i21" 1531.46 1552.551 1630.499 2146.851 1062.892 1775.231 "HOG:A0239484" 239484 "Viridiplantae" "TRINITY_DN867_c0_g1" 1616.58066666667
"739" "TRINITY_DN8695_c0_g1_i10" 0.34 0.169 1.087 0.404 0.901 0.821 "HOG:A0168610" 168610 "asterids" "TRINITY_DN8695_c0_g1" 0.620333333333333
"740" "TRINITY_DN8695_c0_g1_i2" 1.491 1.511 1.566 1.201 1.149 2.021 "HOG:A0198128" 198128 "rosids" "TRINITY_DN8695_c0_g1" 1.48983333333333
"741" "TRINITY_DN8767_c0_g1_i1" 6.387 2.881 5.197 3.774 2.287 8.259 "HOG:A0197190" 197190 "malvids" "TRINITY_DN8767_c0_g1" 4.7975
"742" "TRINITY_DN8767_c0_g1_i3" 1.754 5.436 4.621 7.591 3.98 3.1 "HOG:A0220127" 220127 "Magnoliopsida" "TRINITY_DN8767_c0_g1" 4.41366666666667
"743" "TRINITY_DN8789_c0_g1_i7" 0 0.475 2.159 0 2.435 0 "HOG:A0198267" 198267 "rosids" "TRINITY_DN8789_c0_g1" 0.844833333333333
"744" "TRINITY_DN8837_c0_g1_i1" 0 1.555 1.499 3.07 4.017 2.566 "HOG:A0562345" 562345 "Eukaryota" "TRINITY_DN8837_c0_g1" 2.11783333333333
"745" "TRINITY_DN8837_c0_g1_i17" 3.968 5.325 3.656 4.782 4.455 2.365 "HOG:A0220985" 220985 "Magnoliopsida" "TRINITY_DN8837_c0_g1" 4.09183333333333
"746" "TRINITY_DN8916_c0_g1_i1" 0 0 0.833 0.4 0.835 0 "HOG:A0524072" 524072 "Vertebrata" "TRINITY_DN8916_c0_g1" 0.344666666666667
"747" "TRINITY_DN8916_c0_g1_i11" 2.87 0 0 2.219 0 0 "HOG:A0204454" 204454 "Pentapetalae" "TRINITY_DN8916_c0_g1" 0.848166666666667
"748" "TRINITY_DN9107_c0_g1_i1" 0 0 2.403 0 0 2.44 "HOG:A0237279" 237279 "Streptophyta" "TRINITY_DN9107_c0_g1" 0.807166666666667
"749" "TRINITY_DN9123_c0_g1_i1" 1.536 1.583 1.419 1.604 1.795 3.006 "HOG:A0240218" 240218 "Viridiplantae" "TRINITY_DN9123_c0_g1" 1.82383333333333
"750" "TRINITY_DN9123_c0_g1_i4" 0 0.469 0 0 0 0 "HOG:A0164618" 164618 "Solanaceae" "TRINITY_DN9123_c0_g1" 0.0781666666666667
"751" "TRINITY_DN9126_c0_g1_i2" 0.129 0 0.261 0 0 0 "HOG:A0168222" 168222 "asterids" "TRINITY_DN9126_c0_g1" 0.065
"752" "TRINITY_DN9126_c0_g1_i3" 2.059 1.542 1.943 1.796 1.165 1.923 "HOG:A0198610" 198610 "rosids" "TRINITY_DN9126_c0_g1" 1.738
"753" "TRINITY_DN9246_c0_g1_i3" 3.225 5.827 4.579 2.548 2.71 4.391 "HOG:A0174354" 174354 "fabids" "TRINITY_DN9246_c0_g1" 3.88
"754" "TRINITY_DN9246_c0_g1_i4" 2.183 1.799 1.731 1.628 1.501 1.764 "HOG:A0220721" 220721 "Magnoliopsida" "TRINITY_DN9246_c0_g1" 1.76766666666667
"755" "TRINITY_DN93_c0_g1_i3" 11.755 15.301 14.115 14.168 9.653 9.598 "HOG:A0226790" 226790 "Spermatophyta" "TRINITY_DN93_c0_g1" 12.4316666666667
"756" "TRINITY_DN93_c0_g1_i4" 6.39 8.242 11.43 6.335 7.681 11.463 "HOG:A0220058" 220058 "Magnoliopsida" "TRINITY_DN93_c0_g1" 8.59016666666667
"757" "TRINITY_DN9302_c0_g1_i2" 0.941 1.576 1.015 0 0 0 "HOG:A0232848" 232848 "Tracheophyta" "TRINITY_DN9302_c0_g1" 0.588666666666667
"758" "TRINITY_DN9422_c0_g1_i2" 0.548 0.916 1.248 1.121 0.448 0.585 "HOG:A0199035" 199035 "rosids" "TRINITY_DN9422_c0_g1" 0.811
"759" "TRINITY_DN9451_c0_g1_i1" 1.056 1.765 0 1.155 0.534 0 "HOG:A0781188" 781188 "LUCA" "TRINITY_DN9451_c0_g1" 0.751666666666667
"760" "TRINITY_DN9451_c0_g1_i1" 1.056 1.765 0 1.155 0.534 0 "HOG:A0564292" 564292 "Eukaryota" "TRINITY_DN9451_c0_g1" 0.751666666666667
"761" "TRINITY_DN9471_c0_g1_i10" 2.616 1.405 3.496 0.519 0 0 "HOG:A0562244" 562244 "Eukaryota" "TRINITY_DN9471_c0_g1" 1.33933333333333
"762" "TRINITY_DN9471_c0_g1_i10" 2.616 1.405 3.496 0.519 0 0 "HOG:A0238690" 238690 "Viridiplantae" "TRINITY_DN9471_c0_g1" 1.33933333333333
"763" "TRINITY_DN9646_c0_g1_i1" 2.923 2.288 1.691 3.026 2.348 2.298 "HOG:A0562172" 562172 "Eukaryota" "TRINITY_DN9646_c0_g1" 2.429
"764" "TRINITY_DN9646_c0_g1_i6" 18.009 16.53 15.184 37.375 35.197 21.267 "HOG:A0785599" 785599 "LUCA" "TRINITY_DN9646_c0_g1" 23.927
"765" "TRINITY_DN9740_c0_g1_i1" 1.52 1.902 0 2.046 3.027 0 "HOG:A0168560" 168560 "asterids" "TRINITY_DN9740_c0_g1" 1.41583333333333
"766" "TRINITY_DN9740_c0_g1_i4" 1.585 1.672 3.816 3.489 2.488 4.933 "HOG:A0203657" 203657 "Pentapetalae" "TRINITY_DN9740_c0_g1" 2.99716666666667
"767" "TRINITY_DN9865_c0_g1_i1" 2.523 2.424 2.144 2.471 5.726 3.016 "HOG:A0168304" 168304 "asterids" "TRINITY_DN9865_c0_g1" 3.05066666666667
"768" "TRINITY_DN9865_c0_g1_i2" 1.313 0.934 1.289 1.068 0.868 0.754 "HOG:A0202426" 202426 "Pentapetalae" "TRINITY_DN9865_c0_g1" 1.03766666666667
"769" "TRINITY_DN992_c0_g1_i17" 0 0 3.107 0 0 6.303 "HOG:A0563583" 563583 "Eukaryota" "TRINITY_DN992_c0_g1" 1.56833333333333
"770" "TRINITY_DN992_c0_g1_i4" 8.383 4.652 4.801 9.116 3.522 5.107 "HOG:A0168596" 168596 "asterids" "TRINITY_DN992_c0_g1" 5.93016666666667
"771" "TRINITY_DN9993_c1_g1_i1" 0 0.812 1.51 1.306 0.153 1.744 "HOG:A0167598" 167598 "asterids" "TRINITY_DN9993_c1_g1" 0.920833333333333
"772" "TRINITY_DN9993_c1_g1_i3" 0.615 0.413 0.581 0.326 1.004 1.768 "HOG:A0545408" 545408 "Eumetazoa" "TRINITY_DN9993_c1_g1" 0.7845
